Mural Registration ID,Artist Credit,Artwork Title,Media,Year Installed,Year Restored,Location Description,Street Address,Zip,Ward,Community Area Number,Affiliated (or Commissioning) Organization,Description of Artwork,Latitude,Longitude,Location
19149,Cyd Smillie,Re:Thinking,Paint,2014,,North sie of Ainslle east of Avondale Mile post 8.44 on UP,5299 W Ainslie Street,60630,45,11,,Painted mural on the north wall of Up/Metra underpass. It features a figure in blue with bobbles emanating from the head. Inside 30 of the bubbles are �science� images. As the mural extends outward from the center at both ends there is some digital code and finally the universe. This mural was funded by local businesses and painted with the help of community residence.,41.96912057,-87.75960758,POINT (-87.75960758 41.96912057)
19265,Marry Tonnu,Letter P,,2019,,,1765 N Elston Ave,60642,2,,24,,41.91474261,-87.66497833,POINT (-87.66497833 41.91474261)
19046,Chema Skandal,Mother Nature,Spray + Brush,2017,,Cyrus H. McCormick Elementary School,2712 South Sawyer Ave,60623,22,32,Yollocalli Arts Reach,"This mural was created by Yollocalli Public Art Interns along with teaching Artists Chema Skandal and Joseph J. Mora. The mural depicts a girl surrounded by greenery and patterns, bringing life to the wall.",41.84224508,-87.706336,POINT (-87.706336 41.84224508)
19162,Cyd Smillie,The Dream,Paint,2016,,both sides of the 400' long underpass on 35th,430 W 35th Street,60616,11,34,,"Arts Alive Chicago spearheaded this massive mural project on 35th street that included over 200 volunteers and community members painting Cyd Smillie�s designs. The north wall, �The Dream� traces the dreams of a baseball fan learning how to play the game, hit the winning homerun and celebrating with a parade. This mural includes images of local architectural landmarks, the Sox mascot and long time organ player and many others.",41.83097343,-87.63749845,POINT (-87.63749845 41.83097343)
19280,Justin Weidl,Uptown Love,,2019,,Cornerstone Community Outreach,4615 N Clifton Avenue,60640,46,,,,41.96589726,-87.65871665,POINT (-87.65871665 41.96589726)
19065,Rahmaan Statik,Beacon of Light,,2006,,,2153 South Millard Ave,60623,24,30,Chicago Public Art Group,,41.85244347,-87.71609412,POINT (-87.71609412 41.852443470000004)
19181,Darryll Schiff,Descending To Heavan,Paint,2015,,,710 S Wabash,60605,4,32,Wabash Arts Corridor,"The vinyl mural is 24 x 56 photograph entitled �Descending to Heaven.� Schiff�s project was completely funded with a Kickstarter campaign by the people within the community and will help add to WAC and Chicago�s growing artistic reputation. The piece is a reimagining of Jitish Kallat�s�Public Notice 3,�based on comments regarding the evolution and devolution of religious tolerance over the last two centuries.",41.87291134,-87.62610847,POINT (-87.62610847 41.87291134)
19297,EELCO,untitled,,2017,,Chicago Truborn,"1741 W. Chicago Ave, Chicago IL 60622",60622,1,24,,fa�ade mural,41.89589515,-87.67140623,POINT (-87.67140623000002 41.89589515)
19018,"Rahmann Statik, Damon Lamar Reed, Max Sansing, Bernard Williams",Woodlawn Works,Paint,2015,,66th and 67th and Dorchester,1401 East Marquette Road,60637,5,9,Chicago Public Art Group,,41.77501949,-87.59105335,POINT (-87.59105335 41.77501949)
19150,Afrokilla,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Afrokilla is a Chicago-based artist jamming out public art murals, live painting at events, and creating art pieces with raw, colorful expression that bursts out of every piece.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19177,Ben Eine,Harmony,Paint,2015,,University Center's East facing wall�,525 S State St.,60605,4,32,Wabash Arts Corridor,"London-based artist, Ben Eine, uses brightly colored lettering in his signature circus-y font to create his mural, Harmony, stretching 240 feet long and 30 feet tall, with its base starting about 17 feet off the ground.",41.87517906,-87.62747379,POINT (-87.62747379 41.87517906)
19192,Justus Roe,Standing Wave,Paint,2016,,,1001 S. State,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Justus Roe stated, �All of my pieces are inspired by a combination of the location, the audience, and my own aesthetic style and progression. The work is an abstraction of metropolitan landscapes and experiences executed through a learned, but spontaneous improvisational style done in the moment.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.86983981,-87.62733224,POINT (-87.62733224 41.86983981)
19023,Olivia Gude,Where We Come From...Where We're Going,,1992,,S Lake Park Ave & E 56th St,1535 East 56th St,60637,5,8,Chicago Public Art Group,"Completed 1992. Artist Olivia Gude. Located on the viaduct of a METRA station, this mural is unique: it's an oral history mural. The Artist interviewed passerbys at the site, asking them ""Where are you coming from? Where are you going?"". Their varied answers formed the theme and design of the mural. From 1992",41.79324823,-87.58783258,POINT (-87.58783258 41.79324823000001)
19045,Chema Skandal,Far Beyond,Spray + Brush,2017,,Corkery Elementary School,2510 South Kildare Ave,60623,22,32,Yollocalli Arts Reach,Yollocalli Public Art Interns along with Teaching Artists Chema Skandal and Joseph J. Mora. The mural centers around a cougars head that is made up of many shapes giving it a very geometric look. The wall includes a wide array of colors and has a outterspace like background.,41.84559878,-87.73122946,POINT (-87.73122946 41.84559878)
19287,Revise CMW,untitled,Spray Paint,2019,,,330 N MacChesney Court,60601,42,,Chicago Loop Alliance,Nature found amidst the chaos and grit of the urban landscape. It's bright and alien with a lot of movement. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88761537,-87.62530112,POINT (-87.62530112 41.88761537)
19119,Tracy Van Duinen,I Will...,,,,,4730 North Sheridan Rd,60640,46,31,Chicago Public Art Group,"Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc.",41.96813738,-87.65495695,POINT (-87.65495695 41.96813738)
19282,Fonte,Fonte's World,spray paint,2017,,Joffrey Residences,173 n State St,60601,42,,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88519764,-87.62778079,POINT (-87.62778079 41.88519764)
19205,Eelco Van Den Berg,Wild Life,Paint,2017,,Alley,1306 S Michigan,60605,3,33,Wabash Arts Corridor,(Photo Credit: Sandra Steinbrecher) Wild life shows the animals in their changed habitat. Through the metaphor of today's society where we are packed up in it�s galaxy. All reaching for the same star.,41.8655389,-87.62425739,POINT (-87.62425739 41.8655389)
19260,Marry Tonnu,Letter K,,2019,,,1907 N Mendell Street,60642,2,,22,,41.91695917,-87.66535085,POINT (-87.66535085 41.91695917)
19028,"Olivia Gude, Marcus Jefferson, and Jon Pounds",I Welcome Myself to a New Place,,1988,,S Cottage Grove Ave & E 113th St,11235 South Cottage Grove Ave,60628,9,47,Chicago Public Art Group,"Completed 1988. Artists Olivia Gude, Marcus Jefferson, and Jon Pounds. This collaborative mural was painted by a multi-generational group from Roseland and Pullman. The Artists worked with over 100 volunteers to create a mural that connects and unifies the two communities ""bridging the gap"". From 1988",41.68989352,-87.61035692,POINT (-87.61035692 41.68989352)
19072,Chris Silva,Untitled,,2016,,Barrett Park,2022 West Cermak Road,60608,25,33,Yollocalli Arts Reach,,41.8522701,-87.6768038,POINT (-87.6768038 41.8522701)
19013,Bernard Williams,Feed Your Child the Truth,,1994,,Houston Playground Park,819 E. 50th Street,60615,4,,Chicago Public Art Group,"Completed 1994. Artist Bernard Williams. Feed Your Child the Truth is a celebration of African-American arts and culture. Mural images include African masks, Reverend Jessie 'Ma' Houston, and other community members. From 1994",41.803892,-87.60544,POINT (-87.60544 41.803892)
19055,Chris Silva,Triple Heart Bypass,,2015,,Metomic,2944 West 26th St,60623,22,32,Yollocalli Arts Reach,This mural was created with 15 Yollocalli youth interns/collaborators with lead Artist Chris Silva in the summer of 2015.,41.84474582,-87.69949581,POINT (-87.69949581 41.84474582)
19314,Justus Roe,Longroom West,Acrylic and exterior latex paint,2013,2019,Longroom parking lot East Facade,1612 W Irving Park Rd #1,60613,47,06,,abstract landscape painting,41.95439275,-87.66958709,POINT (-87.66958709 41.95439275)
19145,Cyd Smillie,"""After Vivaldi""",Paint,2014,,Elston uderpass,5300 N Elston Ave,60630,45,11,,Painted mural on both sides of Metra underpass on Elston. It features images of flore and fauna of the area thru the four season. This mural was funded by local businesses and painted with the help of community residents.,41.97739667,-87.75546963,POINT (-87.75546963 41.97739667)
19050,Lunar New Year,Welcome to Loyal Yolotl,,2013,,LCY Transition Therapy,2801 South Lawndale Ave,60623,22,32,Yollocalli Arts Reach,"Led by Newark-based street Artist Lunar New Year, This mural was painted in the summer of 2014.",41.84059445,-87.71698352,POINT (-87.71698352 41.84059445)
19336,Justus Roe,Norridge,Acrylic and exterior latex paint,2019,,"Garage, viewable from street and sidewalk",8213 W Berwyn Ave,60656,41,10,,abstract landscape painting,41.97532879,-87.83234712,POINT (-87.83234712 41.97532879)
19237,Tony Passero,Under LSD Mural,,2017,,,4400 N Lake Shore Drive,60613,46,03,,,41.96202716,-87.64663966,POINT (-87.64663966 41.962027160000005)
19087,Sam Kirk,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2716 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90305045,-87.6951529,POINT (-87.6951529 41.90305045)
19160,Mac Blackout,Alley of Dreams,Paint,2018,,Lincoln Hall,2424 N Lincoln Ave,60614,43,07,,Mural on exterior ally wall of Lincoln Hall.,41.92593792,-87.64966458,POINT (-87.64966458 41.92593792)
19188,Ricky Lee Gordon,"I am you, you are me",Paint,2016,,,634 S. Wabash,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Ricky Lee Gordon is a self-taught artist born in Johannesburg, previously working under the pseudonym Freddy Sam. In this piece Gordon deals with non-duality and interconnectedness.
While working on this piece Gordon state, � I chose to paint the leather jacket to connect with the hide of the horse. Fashion has become a second skin . . .  it seems to be a way for us to feel included and give us a sense that we belong or fit in.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.87366551,-87.62612548,POINT (-87.62612548 41.87366551)
19081,REMED,Pajaro Cosmico,,2013,,W 16th st & S Ashland Ave,1600 South Ashland Ave,60608,25,33,Yollocalli Arts Reach,This mural was painted by Yollocalli youth & lead Artist REMED in the summer of 2013 through Pilsen's Art in Public Places Initiative.,41.85955978,-87.66634385,POINT (-87.66634385 41.85955978)
19168,Sam Ramirez,Scully on Clark,Paint,2016,,Garage door on Clark Street,4913 N Clark Street,60640,47,03,,,41.97215652,-87.6677201,POINT (-87.6677201 41.972156520000006)
19173,Retna,Provocateurs Series,Paint,2014,,,33 E. Congress,60605,4,32,Wabash Arts Corridor,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes. The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.
�Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre,� said Shepard Fairey, artist and curator of The Provocateurs. �It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.�",41.87557316,-87.62637611,POINT (-87.62637611 41.87557316)
19114,Renee Robins,Kaleidoscope of Hidden Worlds,Paint,2017,,Fullerton Beach Underpass Mural,100 West Fullerton Pkwy,60614,43,68,Chicago Public Art Group,,41.9262128,-87.63140532,POINT (-87.63140532 41.9262128)
19220,Brett Whitacre,upnup,paint,2018,,"2nd floor, north side of building",5347 N. Clark Street,60640,48,77,,,41.97941448,-87.66814328,POINT (-87.66814328 41.97941448)
19275,Chicago Math and Science Academy Art Students,We are Titans,paint,2019,,,7212 N Clark Street,60626,49,,01,,42.01303498,-87.67485599,POINT (-87.67485599 42.01303498)
19082,"Jospeh ""Sentrock"" Perez",Fly Higher,spray,2016,,Wood St at 19th St,1901 South Wood St,60608,25,33,Yollocalli Arts Reach,"In the spring of 2016, a select group of street art students helped Sentrock complete this mural in Pilsen (just a few blocks from our mothership, the National Museum of Mexican Art).",41.85585969,-87.67089948,POINT (-87.67089948 41.85585969)
19231,Elaine Miller,Farmer's Market Mural,"paint, mosaic tile/ceramic",2017,,,1815 W 95th St,60643,19,72,,,41.72102669,-87.66812934,POINT (-87.66812934 41.72102669)
19077,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,spray,2012,,"Giordano's Pizza, alley",1401 W 18th St,60608,25,33,Yollocalli Arts Reach,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by their 1401 W 18th street building.",41.85776469,-87.66138509,POINT (-87.66138509 41.85776469)
19008,Michelle Caton and Calvin Jones,Another Time Remembers my Passion's Humanity,Paint,1979,2018,,3947 South Michigan Ave,60653,3,4,Chicago Public Art Group,,41.82241688,-87.62303736,POINT (-87.62303736 41.82241688)
19246,Rodney Duran,King of the Streets,paint,2019,,,4600 N Magnolia Ave,60640,46,03,,,41.96543519,-87.66117219,POINT (-87.66117219000002 41.96543519)
19319,Justus Roe,Standing Wave,Acrylic and exterior latex paint,2016,2018,South fa�ade of 1001 S. State building from State st to S. Holden Ct.,1001 S State St,60605,4,32,,abstract landscape painting,41.86983981,-87.62733224,POINT (-87.62733224 41.86983981)
19040,Kristal Pacheco,People's Park Mural,,2000,,CPAG. S Drexel Ave & E 62nd St,6200 South Drexel Ave,60637,20,9,Chicago Public Art Group,2000. Artist K. Pacheco. This Woodlawn area mural highlights the important and influential people of the area.,41.7821713,-87.6044919,POINT (-87.6044919 41.7821713)
19099,Sam Kirk,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2647 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90284248,-87.69383254,POINT (-87.69383254 41.90284248)
19304,Ouizi,West Town in bloom,,2019,,1914 W. Chicago Ave,"1914 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89604998,-87.67526671,POINT (-87.67526671 41.89604998)
19272,Marry Tonnu,Letter W,,2019,,,1324 W Concord Place,60642,2,,24,,41.91240433,-87.66153051,POINT (-87.66153051 41.91240433)
19209,Eduardo Kobra,Muddy Waters Tribute,Paint,2016,,,17 N State,60602,42,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Brazilian artist, Eduardo Kobra specializes in �memory walls,� meaning  that are specific to the community in which he is painting and evoke a certain nostalgia within the residents of that specific area. Chicago�s �memory wall� depicts legendary blues musician, Muddy Waters, was the perfect icon for this monumental wall.
The creation of this mural was a team effort and thanks go to several people, including Marc Realty, Beauty and Brawn Gallery & Think Space!",41.88245665,-87.62770005,POINT (-87.62770005 41.88245665)
19104,Daniel Manrique Arias,"Hands In Solidarity, Hands In Freedom",,1997,,,37 South Ashland Ave,60607,28,29,Chicago Public Art Group,Artist Daniel Manrique Arias. 1997. Also known as the Cross-Border Community/Labor Mural Project. The mural is located on the United Electrical Workers Union Hall and was completed with the help of young Chicago Artists. From 1997,41.88026691,-87.66661644,POINT (-87.66661644 41.88026691)
19324,Justus Roe,Coles,Acrylic and exterior latex paint,2018,2019,Entance fa�ade of Cole's bar 2338 n. Milwaukee,2338 N Milwaukee Ave,60647,1,22,,abstract landscape painting,41.92359712,-87.69871397,POINT (-87.69871397 41.92359712)
19141,"Sandra Antongiorgi, Andy Bellomo, and Sam Kirk",The Love I Vibrate,,2017,,Howard Brown Health Center,3245 North Halstead Street,60657,44,57,DCASE,"Located at the Howard Brown Health Center, the mural features an image of holistic healer and interdisciplinary artist Kiam Marcelo Junio, and pays tribute to the countless artsits, hard-working activists, healers, teachers, leaders, and queers who work to bring the community together.",41.94130275,-87.64916269,POINT (-87.64916269 41.94130275)
19214,Nicole Beck,Peace Mural Project (Phase II)- We Pledge Allegiance Mural,paint,2014,,Community Garden at Alexander Fleming School,4918 W. 64th Street,60638,13,64,,"We worked together collaboratively in this art program and became friends. We learned how to express ourselves through
art when we created designs about how to respect nature here in Illinois. We learned to work as a team creating this
beautiful gift to our school, our garden and our playground. We created a peaceful space for nature & play.
This mural was inspired by this garden and our playground at Fleming that is right across the street from Midway Airport.
Last year�s mosaics were about Peace. This year�s mural was about nature and taking care of nature.
We designed a mural that is based on the American Flag covered in patterns and images from Midwestern birds, insects,",41.77665106,-87.74555108,POINT (-87.74555108 41.77665106)
19092,Reynaldo Rodriguez,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2735 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90282362,-87.69583673,POINT (-87.69583673 41.90282362)
19067,Marcos Raya,Preventing WWIII,Paint,1980,2016,S Western Ave & W 16th St,2350 West 18th St,60608,25,33,Chicago Public Art Group,,41.85743699,-87.68541235,POINT (-87.68541235 41.85743699)
19241,Anthony Lewellen,Untitled,,2019,,,4615 N Clifton Ave,60640,46,03,,,41.96589726,-87.65871665,POINT (-87.65871665 41.96589726)
19252,Marry Tonnu,Letter A,,2019,,,1721 N Elston Ave,60642,2,,24,,41.91372879,-87.66422291,POINT (-87.66422291 41.91372879)
19156,Sub(urban) Warrior,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"(sub)urban warrior is an artist working out of the Chicago suburbs with an urban vibe to her work. She is influenced by street art and fine art masters, and she blends the two genres together, paying homage to each of them in her own way.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19199,Andrea Dunn,The Wave,Paint,2017,,,619 S. Wabash,60605,42,32,Wabash Arts Corridor,"(Photo Credit: Columbia College Chicago) ""The Wave"" is part of a larger series called �Plastic Paradise,� which explores the relationship of man-made materials and natural landscapes. In the series, plastic bags are carefully sculpted into abstract scenes through posing and lighting. This specific image gives the illusion of depth to the building's facade while the vibrant blues bring energy to the city block. Andrea Dunn was the winner of the 2016 People�s Choice WAC mural, and also won the alumni design contest for the photo project that hangs above the new ShopColumbia.",41.8739881,-87.62583967,POINT (-87.62583967 41.8739881)
19109,Jeff Zimmermann,The People of the Garden,Paint,2018,,,4211 West Diversey Ave,60639,31,21,DCASE,"Celebrated nationally and internationally for his murals, Zimmermann uses pop culture imagery, combined with thoughtful portraits of everyday residents, to celebrate and comment on the communities he memorializes in his murals.",41.93161734,-87.73192907,POINT (-87.73192907 41.93161734)
19331,Justus Roe,Hawthorne,Acrylic and exterior latex paint,2019,,"School windows, viewable from sidewalk","3319 N Clifton Ave, Chicago, IL 60657",60657,44,06,,abstract landscape painting,41.94228994,-87.65767253,POINT (-87.65767253 41.94228994)
19131,Jeffery Cook and Phil Schuster,Calling Forth the Spirit of Peace,,1993,,W North Ave & N Kedzie Ave,3200 West North Ave,60647,26,24,Chicago Public Art Group,"Completed 1993. Artists Jeffery Cook and Phil Schuster. This cement relief mural is located on the wall of the Illinois National Guard Armory. The artists worked with a youth team, who helped them decide the mural should reflect a message of peace, an important message for the violence filled neighborhood and the United States Military. From 1993",41.9102243,-87.70703651,POINT (-87.70703651 41.9102243)
19279,Rodney Duran,Bison,,2019,,Uptown Ace Hardware,4654 North Broadway,60640,46,,,,41.96675345,-87.65849862,POINT (-87.65849862 41.96675345)
19224,Todd Osborne and Tracy VanDuinen,"Sauganash Mural Project, South Wall",mosaic/tile,2013,,Bike Trail Underpass,4300 W. Peterson Avenue,60646,39,12,Sauganash Mural Project,,41.99014944,-87.73627807,POINT (-87.73627807 41.99014944)
19307,Amuse126,untitled,,2019,,West Town Bakery,"1916 W. Chicago Ave, Chicago IL 60622",60622,1,24,,fa�ade mural,41.89604872,-87.67535123,POINT (-87.67535123 41.89604872)
19136,Damon Reed,Chicago Christian Industrial League Mural & Bricolage,,2008,,Chicago Christian Industrial League at California and Roosevelt,1146 South California Ave,60612,28,30,Chicago Public Art Group,,41.86689419,-87.69605988,POINT (-87.69605988 41.86689419)
19300,Lauren Asta,untitled,,2017,,School of Rock,"1913 W. Chicago Ave, Chicago IL 60622",60622,1,24,,fa�ade mural,41.8958323,-87.67514009,POINT (-87.67514009 41.8958323)
19227,Chad Kouri,MAKE,paint,2011,,,1549 N Bell Ave,60622,1,24,,,41.91000379,-87.68340625,POINT (-87.68340625 41.910003790000005)
19004,Dzine and Olivia Gude,Aren't I A Womyn?,,1993,,,1147 North Western Ave,60622,1,25,Chicago Public Art Group,"Artist Dzine and Olivia Gude. 1993. This spraypaint and acrylic mural is located at Clemente High School. The 107 ft. mural includes text and images that celebrate the strength of ""Third world women"". From 1993",41.90262318,-87.68686934,POINT (-87.68686934 41.90262318)
19268,Marry Tonnu,Letter S,,2019,,,1411 W Wabansia Ave,60642,2,,24,,41.91327975,-87.66306441,POINT (-87.66306441 41.91327975)
19242,Sam Kirk,Si Se Puede,paint,2017,,,13th and Michigan,60605,22,,,,41.865789,-87.62472,POINT (-87.62472 41.865789)
19036,Marcus Akinlana,Memory Masks,,1992,,,1525 West 60th St,60636,16,65,Chicago Public Art Group,"Completed 1992. Artist Marcus Akinlana. The three large scale ""Memory Masks"", located on the exterior of the Boulevard Arts Center, represent the tri-cultural heritage prevalent amoung Chicago's population.",41.78483675,-87.66307056,POINT (-87.66307056 41.78483675)
19163,Cyd Smillie,Baseball Rules,Paint,2016,,both sides of the 400' long underpass on 35th,430 W 35th Street,60616,11,34,,"The south wall, �Baseball Rules� is based on a movie quote, �There is only three rules in baseball: you throw the ball, you hit the ball, you catch the ball� with images of Jack McDonald pitching, Frank Thomas hitting and Carleton Fisk, and Dwayne Wise.",41.83097343,-87.63749845,POINT (-87.63749845 41.83097343)
19256,Marry Tonnu,Letter F,,2019,,,1304 W Cortland Street,60642,2,,07,,41.91719946,-87.66038688,POINT (-87.66038688 41.91719946)
19210,Ella & Pitr,Untitled,Paint,2016,,,527 S. Wells,60607,25,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Ella + Pitr stated, �Our inspiration for the Native American of Chicago is the roots of America. Chicago is an old native name and the story of the city is directly linked with native people� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.87508903,-87.63349916,POINT (-87.63349916 41.87508903)
19113,Johanna Poethig,Loop Tattoo,,2005,,,63 East Lake St,60601,42,38,Chicago Public Art Group,Artist: Johanna Poethig. 2005.,41.8856197,-87.62576044,POINT (-87.62576044 41.8856197)
19343,Brandin Hurley,Community Sparks Innovation,,2020,,Human Citizen Workplace,4101 N Broadway,60613,46,3,,,41.95717,-87.65202,POINT (-87.65202 41.95717)
19124,Green Star Movement,Woodlawn Gateway at 65th,,2018,,Viaduct support pillars at 65th Street and Dorchester Ave,1415 East 65th St,60637,20,9,DCASE,"Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic.",41.77682307,-87.5902564,POINT (-87.5902564 41.77682307)
19195,Tarachy,Who Do You Love?,Paint,2016,,,72 E. 11th Street,60605,4,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Tararchy stated, �The images of people at peace, in yoga poses, are meant to inspire and suggest peace. The snake is a rich symbol in our collective unconscious and is meant as a reminder of our �dark-side�-  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.86940381,-87.62483711,POINT (-87.62483711 41.86940381)
19146,Bunny!XLV (AKA James Nienhuis),"""Take off""",Paint,2018,,East Wall,1857 W Chicago Ave,60622,1,24,,"Mural titled �Take Off� commissioned by property owner to add to the already colorful stretch of Chicago Avenue in Ukranian Village. The elephant is as a symbol of good luck. Also, a nod to Save The Elephant.",41.89584436,-87.67441024,POINT (-87.67441024 41.89584436)
19049,REMED,Home of the Heart,,,,Yollocalli (north wall),2801 South Ridgeway,60623,22,32,Yollocalli Arts Reach,,41.84057466,-87.71820602,POINT (-87.71820602 41.84057466)
19296,Collaboration: Lie and Lucx,rise & shine,,2016,,Koko's Mediterrian Grille,"1760 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89610267,-87.67211595,POINT (-87.67211595 41.89610267)
19019,Carol Yasko,Under City stone,Paint,1972,2015,North wall of the railroad underpass at 55th and Lake Park,5506 South Lake Park Ave,60637,5,8,Chicago Public Art Group,,41.79493407,-87.58773626,POINT (-87.58773626 41.79493407)
19283,Afrokilla,Your Place or Mime?,Spray Paint,2019,,,251 N. Garland Court,60601,42,,Chicago Loop Alliance,"This mural is dedicated to ""2019 Year of Chicago Theatre"" depicting two mimes that each represent happy and sad emotions through theatre. The skull is a representation of spiritual connectivity, a signature mark by Chicago artist, Afrokilla. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",41.88649773,-87.6251595,POINT (-87.6251595 41.88649773)
19151,Blake Jones,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Blake Jones is an artist that works with bright colors, animated characters, and so much creativity that shows throughout his artwork",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19096,John Vergara,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2554 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90308144,-87.6916373,POINT (-87.6916373 41.90308144)
19328,Justus Roe,North Center,Acrylic and exterior latex paint,2019,,Alley Fence,4015 N Maplewood Ave,60618,47,05,,abstract landscape painting,41.95448986,-87.69193459,POINT (-87.69193459 41.95448986)
19264,Marry Tonnu,Letter O,,2019,,,1690 N Elston Ave,60642,2,,24,,41.91290391,-87.66394498,POINT (-87.66394498000001 41.91290391)
19311,Justus Roe,Seiche,Acrylic and exterior latex paint,2013,2017,Redline underpass wall 1400-1402 w. Estes,1400 w. Estes st.,60626,49,01,,abstract landscape painting,42.01167188,-87.66589537,POINT (-87.66589537 42.01167188)
19101,"Mirtes Zwierzynski, Ruben Aguirre",Parkside of Old Town,Paint and Mixed Media,2017,,459 W. Division street,459 West Division St,60610,27,37,Chicago Public Art Group,,41.90364882,-87.64046322,POINT (-87.64046322 41.90364882)
